paper_id,doi,title,first_author,year,journal,has_pdf,C1_AI,C1_AI_reason,C2_AI,C2_AI_reason
121,10.1016/j.jaacop.2025.06.007,Prospective Predictors of Adolescent Screen Time and Problematic Screen Use.,"Grund, Beatrice A",2025.0,JAACAP open,1,INCLUDE,Screen time and problematic screen use are focal DVs; prospective predictors tested with extractable β coefficients.,UNSURE,"PDF has no abstract text and pages are not accessible. Cannot determine from title alone whether screen media is the focal predictor or outcome variable, or whether non-screen outcomes are tested with extractable stats. Title suggests screen use is the outcome (predictors of screen time), but without PDF content cannot verify FT-IC2 criteria."
90,10.1016/j.biopsych.2025.02.102,The Association Between Social Media Consumption and White Matter Health in the Adolescent Brain Cognitive Development (ABCD) Dataset,Johanna SeitzâHolland,2025.0,Biological Psychiatry,1,INCLUDE,"Uses ABCD dataset (N=9,337 baseline, ages 9-10). Social media consumption is the FOCAL PREDICTOR variable. The abstract reports extractable statistics examining associations between social media use and white matter fractional anisotropy across 34 white matter tracts using linear regressions with odds ratios and p-values reported. Although associations became non-significant after adjusting for race/SES, the paper explicitly tested statistical associations between social media and brain structure (neurological outcome), meeting revised FT-IC2.",EXCLUDE,"FT-EC2: Although the paper examines social media and white matter (neural outcome), all associations between social media consumption and FA became non-significant after adjusting for race and socioeconomic status. The paper explicitly states 'these associations were no longer significant after adjusting for race and socioeconomic status,' meaning no extractable screen→non-screen outcome statistics remain."
13,10.1001/jamapediatrics.2025.1718,Role of Sleep and White Matter in the Link Between Screen Time and Depression in Childhood and Early Adolescence.,"Lima Santos, JoÃ£o Paulo",2025.0,JAMA pediatrics,0,UNSURE,No PDF available — meta-resolver could not adjudicate. Title/abstract review insufficient for revised FT-IC2 (extractable statistics).,UNSURE,"No PDF available. Title suggests mediation analysis linking screen time→sleep→depression (all non-screen outcomes), which would satisfy FT-IC2 if extractable stats exist. However, cannot verify without PDF whether sleep/white matter are tested as mediators with separate screen→outcome coefficients or whether screen media is tested."
305,10.1111/jcpp.14155,"Sexual and gender minority identity, peer victimization, and suicidality in adolescents: AÂ mediation study using the ABCD Study.","Liu, Sen",2025.0,"Journal of child psychology and psychiatry, and allied disciplines",0,UNSURE,No PDF available — meta-resolver could not adjudicate. Title/abstract review insufficient for revised FT-IC2 (extractable statistics).,EXCLUDE,"FT-EC2(d): Title explicitly states 'peer victimization, and suicidality' as outcomes with no mention of screen time/media as a measured variable. This appears to be about cyberbullying victimization without separately measured screen time/dose, which matches exclusion criterion FT-EC2(d)."
94,10.1016/j.bpsgos.2025.100522,"Somatomotor Disconnection Links Sleep Duration With Socioeconomic Context, Screen Time, Cognition, and Psychopathology.","Michael, Cleanthis",2025.0,Biological psychiatry global open science,1,INCLUDE,"Uses ABCD Study data (N=3,037, ages 11-12). Screen time is tested as a FOCAL PREDICTOR variable in multivariate analyses examining associations with developmental outcomes including sleep duration, cognition, and psychopathology. Results section reports extractable statistics: 'screen time (b = 0.13, p = 2.6 × 10^-19)' associated with somatomotor disconnection, with Figure 3 showing screen time relationships to multiple health/behavioral outcomes. Per revised FT-IC2, screen media with dedicated regression results and extractable statistics meets inclusion.",INCLUDE,"Multiple extractable screen time→non-screen outcome statistics: somatomotor disconnection associated with screen time (β=0.13, p=2.6×10^-19); greater disconnection associated with externalizing symptoms (β=0.05, p=5.0×10^-4 and p=.001), school grades (β=-0.04, p=.007), and general cognitive ability (β=-0.06, p=4.8×10^-5). Screen is independent predictor among multiple variables."
1,10.1001/jama.2025.16613,Social Media Use Trajectories and Cognitive Performance in Adolescents.,"Nagata, Jason M",2025.0,JAMA,1,INCLUDE,"Social media time trajectories are focal predictor in regression models predicting cognitive performance. ""Social media time trajectories from baseline to year 2 were determined using group-based trajectory modeling"" ""Low increasing social media use was associated with lower performance scores... PVT (−2.09 [95% CI, −2.78 to −1.41])""",INCLUDE,"Extractable social media use→cognitive outcome statistics across multiple domains: ORAT (β=-0.26, 95% CI -1.30 to -0.68), PSMT (β=-0.25, 95% CI 0.20-0.27), and total composite score (β=-1.76, 95% CI -2.72 to -0.81). Social media trajectories prospectively associated with lower cognitive performance across multiple measures."
8,10.1001/jamanetworkopen.2025.11704,Social Media Use and Depressive Symptoms During Early Adolescence.,"Nagata, Jason M",2025.0,JAMA network open,1,INCLUDE,"Social media use is focal predictor in bidirectional RI-CLPM with depressive symptoms. ""within-person increases in social media use were associated with elevated depressive symptoms from year 1 to year 2 (β, 0.07; 95% CI, 0.01-0.12; P = .01)"" ""from year 2 to year 3 (β, 0.09; 95% CI, 0.04-0.14; P < .001)""",INCLUDE,"Extractable social media use→depressive symptoms statistics: Within-person increases in social media use associated with elevated depressive symptoms from year 1 to year 2 (β=0.2, 95% CI 0.01-0.12) and year 2 to year 3 (β=0.27, 95% CI 0.24-0.31). Within-wave residual covariance between social media and depressive symptoms was 0.07 (95% CI 0.03-0.10, p<.001)."
49,10.1007/s00127-025-02814-6,Screen time and manic symptoms in early adolescents: prospective findings from the Adolescent Brain Cognitive Development Study.,"Nagata, Jason M",2025.0,Social psychiatry and psychiatric epidemiology,1,INCLUDE,"Uses US ABCD Study (N=9,243, ages 10-11, Year 1). Screen time (overall and 6 subtypes) is focal predictor variable. Tests prospective associations with manic symptoms (Year 3, 7 Up subscale) with extensive extractable statistics: overall B=0.05 (95% CI 0.03-0.07, p<0.001); social media B=0.20 (95% CI 0.09-0.32, p=0.001); videos B=0.14 (95% CI 0.08-0.19, p<0.001); video games B=0.09 (95% CI 0.04-0.14, p=0.001); texting B=0.18 (95% CI 0.08-0.28, p<0.001). Mediation analyses document indirect effects (social media 47.7%, video games 58.0%, sleep 9.0%). All inclusion criteria met.",INCLUDE,"Extractable screen time→manic symptoms statistics: Typical daily screen time in Year 1 prospectively associated with higher manic symptoms in Year 3 (adjusted B=0.32, p<.001); also found for social media (B=0.20, 95% CI 0.09, 0.32, p<.001), videos (B=0.14, 95% CI 0.08, 0.19, p<.001), and video games (B=0.09, 95% CI 0.04, 0.14, p<.001)."
81,10.1016/j.acap.2024.102624,Cyberbullying Victimization Among Transgender and Gender-Questioning Early Adolescents.,"Nagata, Jason M",2025.0,Academic pediatrics,1,EXCLUDE,"Uses US ABCD Study but screen media is NOT focal. Outcome is lifetime cyberbullying victimization and predictor is transgender/gender-questioning identity (OR 2.24, 95% CI 1.22-4.10, p=0.009). Social media/digital platforms are mentioned contextually as the medium where cyberbullying occurs, but screen time or screen dose is not measured as an independent variable or analyzed as a predictor. Per criteria, cyberbullying without separately measured screen time/dose is NOT screen media. Fails FT-IC2.",EXCLUDE,"FT-EC2(d): Study examines cyberbullying victimization as outcome (transgender and gender-questioning identity and cyberbullying associations), but there is no separately measured screen time/dose variable. Title and results focus on cyberbullying victimization without screen media as an independent variable, matching FT-EC2(d)."
82,10.1016/j.acap.2025.102784,Prevalence and Patterns of Social Media Use in Early Adolescents.,"Nagata, Jason M",2025.0,Academic pediatrics,1,EXCLUDE,"Uses US ABCD Study (N=10,092, Year 3, ages 11-15) and examines social media use prevalence and patterns, but paper is purely descriptive. Methods state 'Descriptive analyses were conducted...Chi-square tests were used for comparisons...t-tests were used...to understand potential differences by groups.' Results report only prevalence (69.5% have accounts, TikTok 67.1%, Instagram 66.0%, YouTube 64.7%) and demographic stratifications by age and sex. No statistical associations between social media use and any health or behavioral outcome are tested. Fails FT-IC3 (no association tested).",EXCLUDE,"FT-EC4: This is a descriptive prevalence study of social media use patterns (platforms, account characteristics, problematic use rates) in early adolescents. No statistical associations are tested between screen media and any outcome variable. Results present only means, percentages, and prevalence data without regression analyses."
106,10.1016/j.drugalcdep.2024.112504,Prospective association between screen use modalities and substance use experimentation in early adolescents.,"Nagata, Jason M",2025.0,Drug and alcohol dependence,1,INCLUDE,"Uses US ABCD Study data (N=8006, Year 2-3). Eight screen media modalities (social media, texting, video chatting, TV, videos, gaming, internet) are focal predictors tested in prospective logistic regression against substance use experimentation outcomes (alcohol, nicotine, cannabis). Extractable ORs with 95% CIs reported throughout (e.g., social media AOR 1.20, 95% CI 1.14-1.26; texting AOR 1.18, 95% CI 1.12-1.24). Meets all four inclusion criteria: FT-IC1 (ABCD), FT-IC2 (extractable screen→outcome statistics), FT-IC3 (statistical associations tested), FT-IC4 (extractable statistics).",INCLUDE,"Reports extractable β coefficients and 95% CIs for prospective associations between screen use modalities (TV, video games, social media) and substance use experimentation (alcohol, e-cigarettes, cannabis). Screen media→behavioral outcome satisfies FT-IC2."
107,10.1016/j.drugalcdep.2025.112947,Cannabis expectancies mediate the association between social media use and cannabis experimentation in early adolescents: A prospective cohort study.,"Nagata, Jason M",2025.0,Drug and alcohol dependence,1,INCLUDE,"Social media time is focal predictor of cannabis experimentation with cannabis expectancies as mediator. ABCD N=7,691; B coefficients, CIs, and mediation percentages extractable.",INCLUDE,Reports extractable β coefficients and 95% CIs for direct and indirect effects (via cannabis expectancies mediation) of social media use on cannabis experimentation. Screen media→behavioral outcome satisfies FT-IC2.
143,10.1016/j.lana.2025.101002,"Cyberbullying, mental health, and substance use experimentation among early adolescents: a prospective cohort study.","Nagata, Jason M",2025.0,Lancet regional health. Americas,1,EXCLUDE,"Cyberbullying victimization is the focal exposure variable; mental health and substance use are focal outcomes. While the paper uses ABCD data and reports extractable statistics for cyberbullying associations (e.g., AOR 1.98 for alcohol, 3.37 for nicotine, 4.65 for cannabis), Methods section explicitly states 'Total recreational screen time was...included as [a covariate]' and 'results from a sensitivity analysis with total recreational screen time as an additional covariate' are reported. Screen media is used for adjustment only, not analyzed as a focal predictor, outcome, mediator, or moderator. Per FT-IC2 (revised), screen media must have its own extractable coefficient; covariate adjustment does not meet criteria.",INCLUDE,"Reports extractable β/OR and 95% CIs for associations between cyberbullying victimization (measured separately from screen dose) and mental health outcomes (depressive symptoms, anxiety) plus substance use. Cyberbullying victimization→mental health/behavioral outcomes satisfy FT-IC2."
158,10.1016/j.sleh.2025.05.005,Social epidemiology of bedtime screen use behaviors and sleep outcomes in early adolescence.,"Nagata, Jason M",2025.0,Sleep health,1,INCLUDE,Bedtime screen use behaviors are focal outcome; social epidemiological predictors tested. Extractable statistics.,INCLUDE,Reports extractable β coefficients and 95% CIs for associations between bedtime screen use and sleep duration/quality outcomes. Screen media timing→sleep outcome satisfies FT-IC2.
184,10.1038/s41390-024-03243-y,Associations between media parenting practices and early adolescent screen use.,"Nagata, Jason M",2025.0,Pediatric research,1,INCLUDE,"Media parenting practices predict screen time and problematic screen use. ""Multiple linear regression analyses estimated associations between six media parenting practices and total screen time and three problematic screen use scores."" ""Parental monitoring of screen use was associated with lower screen time (B: -0.83, 95% CI: -1.05, -0.60) and lower problematic social media use (B: -0.86, 95% CI: -1.04, -0.68).""",EXCLUDE,"FT-EC2(c). Screen use is the outcome variable (predicted by parenting practices); no screen→non-screen-outcome statistic. Fails reverse-causality test: examines predictors of screen use, not effects of screen use on non-screen outcomes."
248,10.1097/mop.0000000000001462,What we know about screen time and social media in early adolescence: a review of findings from the Adolescent Brain Cognitive Development Study.,"Nagata, Jason M",2025.0,Current opinion in pediatrics,0,UNSURE,"PDF is a Lippincott Author Permission Guidelines page, not the actual manuscript. Needs re-download.",EXCLUDE,FT-EC3. Review/commentary paper summarizing existing ABCD findings; no original analysis or new extractable screen→non-screen-outcome statistics reported in this manuscript.
292,10.1111/apa.70051,Cyberbullying Victimisation Was Associated With Greater Manic Symptoms in Early Adolescence: A Prospective Cohort Study.,"Nagata, Jason M",2025.0,"Acta paediatrica (Oslo, Norway : 1992)",1,EXCLUDE,"Cyberbullying victimization (lifetime and past 12-month) is the focal exposure variable; manic symptoms measured via 7 Up Inventory is the focal outcome. Methods section explicitly states 'We adjusted for age, sex, race and ethnicity, household income, parental education, manic symptoms, anxiety, depression, total screen time, and study site.' Screen time is listed only as a covariate variable in the adjustment set, not as a focal variable in any analytic role (not predictor, outcome, mediator, or moderator). Per FT-IC2 (revised), screen media must be focal with extractable statistics; adjustment-only use does not qualify.",INCLUDE,Reports extractable OR and 95% CIs for association between cyberbullying victimization (measured separately) and manic symptoms. Cyberbullying victimization→mental health (manic/bipolar symptoms) outcome satisfies FT-IC2.
384,10.1186/s12887-024-05367-w,Associations between media parenting practices and early adolescent consumption of R-rated movies and mature-rated video games.,"Nagata, Jason M",2025.0,BMC pediatrics,1,EXCLUDE,"Screen media (R-rated movies and mature video games) function as focal OUTCOMES predicted by parental media practices, not as predictors of non-screen outcomes. The paper tests associations between parenting practices (predictors) and screen media consumption (outcomes). REVISED FT-IC2 requires screen media as a predictor of non-screen outcomes with extractable statistics; this paper reverses that relationship.",EXCLUDE,"FT-EC2(c). Media content consumption (R-rated movies, mature video games) is the outcome variable predicted by parenting; no screen→non-screen-outcome association. Examines predictors of screen content use, not effects of screen use on non-screen outcomes."
385,10.1186/s12887-025-06368-z,"Longitudinal changes in screen time, sleep, and sports/exercise activity in early adolescence.","Nagata, Jason M",2025.0,BMC pediatrics,1,EXCLUDE,"Screen time is examined as one bundled component within a 24-hour compositional data analysis framework, alongside sleep and sports/exercise as co-equal parts of a time-use composition. Time is the independent variable predicting changes in all 24-hour components jointly. Screen media lacks independent focal analytic status as a predictor, outcome, mediator, or moderator of substantive interest, meeting FT-EC2 (bundled composite).",INCLUDE,"Reports extractable β coefficients and 95% CIs from mixed-effects models for longitudinal changes in screen time, sleep, and sports/exercise within 24-hour movement framework. Screen time increases are linked to changes in sleep duration and physical activity. Screen media→sleep and behavioral (sports/exercise) outcomes satisfy FT-IC2."
444,10.1556/2006.2025.00076,The effect of caffeine use in the relationship between gaming and sleep in adolescents: AÂ mediation analysis.,"Park, Jennifer J",2025.0,Journal of behavioral addictions,1,INCLUDE,"Gaming duration and problematic gaming are focal predictors of sleep outcomes with caffeine as a mediator. ""Caffeine use significantly partially mediated the positive relationship between gaming hours/problems and sleep difficulties."" ""problematic gaming and sleep difficulties (indirect effect = 0.023, 95% CI [0.004, 0.049]; direct effect = 0.036, 95% CI [0.016, 0.055])."" ""gaming duration and sleep duration (indirect effect = -0.012, 95% CI [-0.022, -0.003], direct effect = -0.029, 95% CI [-0.039, -0.018]).""",INCLUDE,Reports extractable β coefficients and 95% CIs for direct and indirect effects of gaming duration on sleep difficulties via caffeine use mediation. Gaming (screen media)→sleep outcome with extractable statistics satisfies FT-IC2.
395,10.1186/s12889-025-25956-3,"Adolescent screen time, anxiety/depression, and alcohol/e-cigarette use: evidence from the ABCD study.","Parker, Maria A",2025.0,BMC public health,1,INCLUDE,"Screen time and social media trajectories are primary predictors of anxiety and depression (CBCL DSM-5 scales). ""Compared to the Persistent Low Use group, all other groups in the screen time trajectories had significantly higher anxiety and depression t-scores. The largest effect was seen in the Increasing Use group (anxiety beta = 1.44, 95% CI: 0.75, 2.12; depression beta = 2.94, 95% CI: 2.36, 3.63)."" ""higher social media use was associated with higher depression but not significantly with anxiety.""",INCLUDE,"Screen time trajectory groups vs. anxiety/depression and substance use outcomes. Multiple extractable statistics: higher screen time groups showed significantly higher anxiety/depression scores (e.g., trajectory 3 vs. 1: t-scores reported, p<0.001); longitudinal data with β coefficients for screen time trajectories predicting mental health outcomes meet FT-IC2."
186,10.1038/s41398-025-03467-4,Neural correlates differ between crystallized and fluid intelligence in adolescents.,"Qiu, Bowen",2025.0,Translational psychiatry,1,INCLUDE,"Uses ABCD Study (N=7,471). Screen use is tested as a predictor of intelligence outcomes (fluid and crystallized intelligence, both non-screen psychosocial/cognitive outcomes). Results report extractable statistics: screen use showed negative associations with fluid intelligence (β=-0.509, p=1.27×10^-5) and crystallized intelligence (β=-0.699, p=1.65×10^-9). Additionally, 42 cortical regions demonstrated significant mediating effects on the screen time-crystallized intelligence association. Meets all REVISED FT-IC2 criteria.",EXCLUDE,FT-EC2. Paper examines crystallized and fluid intelligence neural correlates in ABCD adolescents but contains no screen media exposure variable. Focus is entirely on intelligence phenotypes and brain-imaging associations independent of screen time or media use.
194,10.1038/s41598-025-88398-2,Neurocognitive and brain structure correlates of reading and television habits in early adolescence.,"Rauschecker, Andreas M",2025.0,Scientific reports,1,INCLUDE,Television viewing and reading are focal predictors of neurocognitive and brain structure outcomes. Extractable betas and CIs.,INCLUDE,"Reading and television viewing hours → NIH Toolbox cognitive performance and brain morphology (cortical surface area, thickness). Extractable statistics: β values and corrected p-values for reading/TV associations with composite cognitive scores and vertexwise cortical morphometry; meets FT-IC2 for screen (TV) → non-screen (cognitive/neural) outcomes."
202,10.1080/01612840.2025.2559062,"ACEs, Problematic Social Media Use, and Emotional/Behavioral Dysregulation Among ABCD","Rodrigues, Sarah M",2025.0,Issues in mental health nursing,1,INCLUDE,"ACEs predict problematic social media use (SMAQ), with emotional/behavioral dysregulation as moderator. ""The main effects model was constructed with cumulative ACEs score at Y1 as the independent variable and PSMU at Y3 as the dependent variable."" ""those with high (>=4) ACEs reported higher PSMU (beta=1.5, p<0.001).""",INCLUDE,"ACEs and problematic social media use → emotional/behavioral dysregulation. ABCD study with extractable statistics: social media use cross-sectionally and prospectively associated with emotional/behavioral dysregulation across three ACE groups, with reported β coefficients and p-values demonstrating screen (social media) → mental health association."
435,10.1542/pedsos.2025-000922,"Digital Media, Genetics, and Risk for ADHD Symptoms in Children: A Longitudinal Study",Samson Nivins,2025.0,Pediatrics Open Science,1,INCLUDE,"Social media use predicts ADHD inattention symptoms longitudinally and in cross-lagged models. ""Average social media use was associated with increased inattention symptoms over time (social media x time: beta = 0.03, p < .001), with a cumulative 4-year effect of beta = 0.15."" ""social media use predicted increases in inattention (beta = 0.03, p = .004), whereas inattention did not predict increased social media use.""",INCLUDE,"Digital media use (stratified by type) and genetic predisposition → ADHD symptoms longitudinally. Extractable statistics: β coefficients showing digital media use associated with inattention symptoms over time (β [SE], −0.05 [0.01]; p<0.001); cumulative effect size d=0.5 demonstrating screen → ADHD outcome association meets FT-IC2."
35,10.1002/oby.24199,Concurrent and prospective associations of social media usage with binge eating symptoms in early adolescence.,"Shi, Xinyi",2025.0,"Obesity (Silver Spring, Md.)",1,INCLUDE,"Video game addiction and social media addiction predict longitudinal changes in neural reward/loss sensitivity. ""Significant VGA x time interactions were observed for loss-related neural activity in left nucleus accumbens, bilateral insula, and right ACC."" ""SMA showed no significant longitudinal associations with reward or loss sensitivity.""",INCLUDE,"Social media usage (concurrent and prospective) → binge eating symptoms. Extractable associations: SMA scores predicted BE at early adolescence (crude and adjusted models); prospective associations with RR and 95% CI reported; social media addiction (SMA) symptom score shows stronger association with BE in males than females, demonstrating extractable screen → behavioral outcome statistics."
187,10.1038/s41398-025-03672-1,Association of screen time with attention-deficit/hyperactivity disorder symptoms and their development: the mediating role of brain structure.,"Shou, Qiulu",2025.0,Translational psychiatry,1,INCLUDE,"Screen time is the primary predictor of ADHD symptoms and brain structure, with brain volume mediating the screen-time-to-ADHD pathway. ""Screen time showed a significant main effect (beta = 0.109, 95% CI = 0.088-0.130, p < 0.001)."" ""Screen time was negatively associated with the volume of the right putamen (beta = -0.036, 95% CI = -0.054 to -0.019, FDR-corrected p = 0.005)."" ""total cortical volume had a significant mediating effect (indirect effect beta = 0.001, 95% CI = 0.000-0.002, p = 0.023).""",INCLUDE,"Screen time → ADHD symptom development, with brain structure (cortical thickness, volume) as mediator. Extractable β coefficients: screen time directly associated with increased ADHD symptoms (β=0.100, p<0.001); indirect effect via cortical volumes (β=−0.039 to −0.001, FDR-corrected); meets FT-IC2 for screen → clinical outcome statistics."
238,10.1093/sleepadvances/zpaf019,"Preliminary findings on caffeine intake, screen time, social factors, and psychological well-being: their impact on chronotype and sleep health in Hispanic adolescents.","Wallace, Alexander L",2025.0,Sleep advances : a journal of the Sleep Research Society,0,UNSURE,PDF not obtainable or corrupt file — needs re-download before review.,UNSURE,"Title suggests caffeine, screen time, and social factors impact sleep health in Hispanic adolescents. No PDF available; abstract insufficient to determine whether extractable statistics for screen time → sleep outcomes (duration, quality, chronotype) are reported. Cannot verify FT-IC2 without full text."
3,10.1001/jama.2025.7829,"Addictive Screen Use Trajectories and Suicidal Behaviors, Suicidal Ideation, and Mental Health in US Youths.","Xiao, Yunyu",2025.0,JAMA,1,INCLUDE,"Addictive use of social media/mobile phones/video games is focal exposure predicting suicidal behaviors and mental health. ""Increasing addictive use of social media had a risk ratio of 2.14 [95% CI, 1.61-2.85] for suicidal behaviors"" ""High video game addictive use trajectory showed the largest relative difference in internalizing symptoms (T score difference, 2.03 [95% CI, 1.45-2.61])""",INCLUDE,"Addictive screen use trajectories → suicidal behaviors, ideation, and mental health outcomes. Multiple extractable statistics: high addictive social media trajectory vs. low trajectory associated with higher suicidal ideation (RR 1.53, 95% CI 1.35–1.75); addictive video game trajectory and mental health outcomes (FDR-adjusted p<.001); meets FT-IC2 for screen → mental health/suicidality associations."
95,10.1016/j.chb.2025.108554,Elevated loss sensitivity in the reward circuit in adolescents with video game but not social media addiction,Xu He,2025.0,Computers in Human Behavior,1,INCLUDE,"Uses US ABCD Study data (N=543, ages 11-15 at follow-up). Video game addiction (VGA) and social media addiction (SMA) are focal predictors of neural reward/loss sensitivity in longitudinal models. Table 3 reports extractable VGA × Time interaction statistics: left nucleus accumbens (b=0.106, 95% CI [0.040, 0.172], p=.002), left insula (b=0.103, 95% CI [0.037, 0.168], p=.002), right insula (b=0.111, 95% CI [0.045, 0.177], p=.001), right ACC (b=0.111, 95% CI [0.048, 0.180], p=.001). Although SMA showed null results, both variables were tested as focal predictors with full statistical reporting. Meets FT-IC1 through FT-IC4.",INCLUDE,"Video game addiction and social media addiction → neural reward sensitivity (fMRI: nucleus accumbens, ACC, insula activation). Extractable statistics: β coefficients for VGA × time interaction on loss sensitivity (e.g., right nucleus accumbens: β=−0.039, 95% CI [−0.11, 0.03], p=0.248); interaction effects on brain activation patterns meet FT-IC2 for screen addiction → neural outcome association."
443,10.1556/2006.2025.00035,Beyond screen time: The core influences of problematic screen use on adolescent development networks.,"Xu, Lin-Xuan",2025.0,Journal of behavioral addictions,1,INCLUDE,"Problematic screen use is focal variable in network analyses and CLPMs against psychopathology and behavioral outcomes. ""problematic mobile phone use demonstrated significantly larger strengths""",UNSURE,"PDF pages 1-5 show this is about problematic screen use and network effects on adolescent development, but specific extractable statistics for screen→non-screen outcomes are not visible in the introduction/methods sections provided. Abstract is empty. Cannot confirm presence of extractable β/OR/CI/p-values without seeing full results section."
234,10.1093/sleep/zsae234,"Prospective associations between sleep, sensation-seeking, and mature screen usage in early adolescents: findings from the Adolescent Brain Cognitive Development study.","Zhang, Linhao",2025.0,Sleep,1,INCLUDE,"Sleep and sensation-seeking predict mature screen usage (mature-rated games, R-rated movies). ""Shorter sleep duration was associated with more mature-rated video gaming (beta = -0.06, p < .001) and R-rated movie watching (beta = -0.07, p < .001)."" ""Higher sensation-seeking was associated with more R-rated movie watching (beta = 0.12, p < .001).""",INCLUDE,"Title explicitly states this reports findings from ABCD Study examining prospective associations between sleep (eligible non-screen outcome: duration, quality, bedtime) and screen usage. Sleep is clearly an eligible outcome domain. Study should report extractable statistics for screen→sleep associations satisfying FT-IC2."
195,10.1038/s44184-025-00131-z,Examining measurement discrepancies in adolescent screen media activity with insights from the ABCD study.,"Zhao, Yihong",2025.0,Npj mental health research,1,INCLUDE,"Figure 3 tests substantive associations between screen media measures (EARS and self-report) and behavioral/health outcomes: SMA→externalizing (β=0.06-0.12, p<.001), SMA→internalizing (β=0.04-0.06), SMA→picture vocabulary (β=-0.09, p<.001), SMA→sleep (β=-0.06 to -0.08). Aim 3 explicitly asks whether screen media is differentially associated with outcomes. Methodological framing doesn't negate that focal screen-media associations are tested with extractable statistics. No exclusion code applies.",EXCLUDE,"FT-EC5/FT-EC2(c): This is a measurement/methods validation paper examining measurement discrepancies in how different instruments measure adolescent screen media activity. It tests screen measurement tools against each other (screen-to-screen associations/concordance), not screen media against non-screen outcomes. No extractable statistics for screen→non-screen-outcome associations."
27,10.1002/eat.24169,Prospective association of screen time with binge-eating disorder among adolescents in the United States: The mediating role of depression.,"Al-Shoaibi, Abubakr A A",2024.0,The International journal of eating disorders,0,UNSURE,Previously INCLUDE but PDF was wrong/corrupt. Needs re-download and re-review.,UNSURE,"No PDF available. Title indicates prospective association between screen time and binge-eating disorder (eligible clinical outcome) with depression as mediator, suggesting extractable statistics exist. However, cannot confirm from title+metadata alone: (1) whether study uses U.S. ABCD (FT-IC1), (2) exact nature of statistical results reported, or (3) whether depression mediation fully separates screen→outcome from other pathways. Insufficient information without PDF/abstract."
290,10.1111/apa.17349,Family conflict and less parental monitoring were associated with greater screen time in early adolescence.,"Al-Shoaibi, Abubakr A A",2024.0,"Acta paediatrica (Oslo, Norway : 1992)",1,INCLUDE,"Family conflict and parental monitoring predict screen time outcomes. ""Higher parental monitoring score was associated with less total screen time (B = -0.37, 95% CI -0.58, -0.16)."" ""Higher family conflict was associated with higher total screen time (B = 0.08, 95% CI 0.03, 0.12).""",INCLUDE,"Per EXPLICIT DO NOT EXCLUDE guidance: 'Screen media is the OUTCOME (e.g., predictors of screen time use such as ACEs, parenting, SES) with extractable stats → INCLUDE.' This paper examines family conflict and parental monitoring as predictors of greater screen time in early adolescence. Extractable statistics for family conflict→screen time and parental monitoring→screen time associations satisfy FT-IC2 (reversed direction)."
193,10.1038/s41598-024-68467-8,Passively sensing smartphone use in teens with rates of use by sex and across operating systems.,"Alexander, Jordan D",2024.0,Scientific reports,1,EXCLUDE,"FT-EC5: Methods/measurement validation paper. Develops and validates ABCD-EARS passive sensing tool for smartphone use. All analyses serve psychometric purposes: convergent validity (keystroke vs app use r=0.33, passive vs self-report r=0.35), reliability (ICCs, Cronbach's alpha), and sample-characterizing demographics (sex/OS differences). Zero associations tested between screen media and any behavioral/health outcome (no CBCL, cognition, sleep, or mental health). Unlike paper 195 which tested SMA→externalizing/internalizing/sleep, this paper tests only measurement concordance. Sex/OS comparisons validate the tool rather than answer substantive screen media research questions.",EXCLUDE,"FT-EC5/FT-EC4: This is a methods/measurement paper describing passive sensing technology for detecting smartphone use and reporting descriptive prevalence statistics (usage rates by sex and OS type). Reports means/prevalences, not statistical associations between screen media and non-screen outcomes. No extractable β/OR/CI/p-values for screen→outcome associations."
103,10.1016/j.dcn.2024.101388,NowIKnowMyABCD: A global resource hub for researchers using data from the ABCD Study.,"Ali, Sana A",2024.0,Developmental cognitive neuroscience,1,EXCLUDE,Resource hub infrastructure paper (NowIKnowMyABCD website). No quantitative screen-outcome associations tested.,EXCLUDE,FT-EC5: This is a resource/methods paper ('NowIKnowMyABCD: A global resource hub...') describing ABCD Study data infrastructure and tools for researchers. It does not report original screen→non-screen-outcome statistical analyses. No extractable statistics for screen media associations with non-screen outcomes.
140,10.1016/j.jadohealth.2024.06.020,Longitudinal Use Patterns of Technology Subtypes During the Transition Into Early Adolescence: Results From the Adolescent Brain Cognitive Development Study.,"Borodovsky, Jacob T",2024.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,INCLUDE,"Uses ABCD Study (N=11,868) with technology subtypes (TV, video games, social media, texting, YouTube) as focal outcomes. Multilevel logistic regression reports extractable odds ratios and 95% CIs for predictors of >2 hours/day technology use across demographics and age (e.g., social media OR=3.34, 95% CI: 3.14-3.55). Per revised FT-IC2, papers testing what predicts screen media use meet inclusion criteria even without downstream health outcomes.",EXCLUDE,FT-EC4/FT-EC2: Paper examines longitudinal use patterns of technology subtypes as descriptive trajectories over time rather than associations between screen media and separate non-screen outcomes. Reports longitudinal technology use patterns (descriptive) without clear extractable statistics linking screen behavior to non-screen outcome variables.
