row_id,doi,pmid,pmid_lookup_status,abstract_text,abstract_retrieval_status,abstract_word_count,coder,date_coded,notes
249,10.1002/hbm.70066,39501896,found,"Simultaneous multi-slice (multiband) acceleration in fMRI has become widespread, but may be affected by novel forms of signal artifact. Here, we demonstrate a previously unreported artifact manifesting as a shared signal between simultaneously acquired slices in all resting-state and task-based multiband fMRI datasets we investigated, including publicly available consortium data from the Human Connectome Project (HCP) and Adolescent Brain Cognitive Development (ABCD) Study. We propose Multiband Artifact Regression in Simultaneous Slices (MARSS), a regression-based detection and correction technique that successfully mitigates this shared signal in unprocessed data. We demonstrate that the signal isolated by MARSS correction is likely nonneural, appearing stronger in neurovasculature than gray matter. Additionally, we evaluate MARSS both against and in tandem with sICA+FIX denoising, which is implemented in HCP resting-state data, to show that MARSS mitigates residual artifact signal that is not modeled by sICA+FIX. MARSS correction leads to study-wide increases in signal-to-noise ratio, decreases in cortical coefficient of variation, and mitigation of systematic artefactual spatial patterns in participant-level task betas. Finally, MARSS correction has substantive effects on second-level t-statistics in analyses of task-evoked activation. We recommend that investigators apply MARSS to multiband fMRI datasets with moderate or higher acceleration factors, in combination with established denoising methods.",retrieved,201,AI,2026-03-24,
250,10.1002/hbm.70070,39526419,found,"The Adolescent Brain and Cognitive Development (ABCD) project is the largest study of adolescent brain development. ABCD longitudinally tracks 11,868 participants aged 9-10 years from 21 sites using standardized protocols for multi-site MRI data collection and analysis. While the multi-site and multi-scanner study design enhances the robustness and generalizability of analysis results, it may also introduce nonbiological variances including scanner-related variations, subject motion, and deviations from protocols. ABCD imaging data were collected biennially within a period of ongoing maturation in cortical thickness and integrity of cerebral white matter. These changes can bias the classical test-retest methodologies, such as intraclass correlation coefficients (ICC). We developed a site-wise adaptive ICC (AICC) to evaluate the reliability of imaging-derived phenotypes while accounting for ongoing brain development. AICC iteratively estimates the population-level age-related brain development trajectory using a weighted mixed model and updates age-corrected site-wise reliability until convergence. We evaluated the test-retest reliability of regional fractional anisotropy (FA) measures from diffusion tensor imaging and cortical thickness (CT) from structural MRI data for each site. The mean AICC for 20 FA tracts across sites was 0.61 ± 0.19, lower than the mean AICC for CT in 34 regions across sites, 0.76 ± 0.12. Remarkably, sites using Siemens scanners consistently showed significantly higher AICC values compared with those using GE/Philips scanners for both FA (AICC = 0.71 ± 0.12 vs. 0.46 ± 0.17, p < 0.001) and CT (AICC = 0.80 ± 0.10 vs. 0.69 ± 0.11, p < 0.001). These findings demonstrate site-and-scanner related variations in data quality and underscore the necessity for meticulous data curation in subsequent association analyses.",retrieved,264,AI,2026-03-24,
251,10.1037/amp0001284,39531710,found,"Ethnically and racially underrepresented adolescents are experiencing pubertal development earlier in life than prior cohorts and their White American peers. This early onset of puberty is partly attributable to ethnic-racial discrimination. To contribute to adolescents' resilience and posttraumatic growth in the face of ethnic-racial discrimination, parents' ethnic-racial identities may spill over into their parenting beliefs and practices. Parents who have a sense of belonging with and commitment to their ethnic-racial identities may be aware of discrimination and actively and consistently engage in practices that build supportive home environments to support their children's development in the context of ethnic-racial discrimination. To assess whether parents' ethnic-racial identity commitment predicted adolescents' resilience against ethnic-racial discrimination, we used multiple waves of survey data from adolescent siblings and their parents participating in the Adolescent Brain Cognitive Development study (N-adolescents = 1,651; N-families = 805; 35% Black, 37% Latinx, 3% Asian, 25% other ethnically and racially underrepresented youth; 49% boys, 50% girls, 1% gender nonconforming youth; Mage = 11.49, SD = 0.51). Results indicated that adolescents who experienced more frequent ethnic-racial discrimination than their siblings showed more advanced pubertal development. Parental ethnic-racial identity commitment reduced the relation between discrimination and pubertal development within a family. Results suggest that ethnic-racial identity commitment in parents can protect children when they experience ethnic-racial discrimination. Building on extant propositions related to resilience (Infurna & Luthar, 2018), the present study amplifies the depiction of resilience, yields recommendations for analysis of future research, and provides implications regarding the role of ethnicity-race in familial practices. (PsycInfo Database Record (c) 2024 APA, all rights reserved).",retrieved,261,AI,2026-03-24,
252,10.1016/j.ssmmh.2024.100361,,not_found,,no_pmid,0,AI,2026-03-24,
253,10.1016/j.jad.2024.10.124,39488236,found,"Elevated youth irritability is characterized by increased proneness to frustration relative to peers when rewards are blocked, and is a transdiagnostic symptom that predicts multiple forms of psychopathology and poorer socioeconomic outcomes in adulthood. Although mechanistic models propose that irritability is the result of aberrant reward-related brain function, youth irritability as it relates to multiple components of reward processes, including reward anticipation, gain, and loss, has yet to be examined in large, population-based samples. Data from the Adolescent Brain and Cognitive Development (ABCD) baseline sample (N = 5923) was used to examine associations between youth irritability (measured by parent-report) and reward-related brain activation and connectivity in a large, preadolescent sample. Preadolescents (M age = 9.96 years, SD = 0.63) performed the Monetary Incentive Delay task during functional MRI acquisition. In the task, during the anticipation period, participants were informed of the upcoming trial type (win money, lose money, no money at stake) and waited to hit a target; during the feedback period, participants were informed of their success. Whole brain and region of interest (ROI) analyses evaluated task conditions in relation to irritability level. Preadolescents with higher compared to lower levels of irritability demonstrated blunted prefrontal cortex activation in the anticipation period and exaggerated striatum-prefrontal connectivity differences among reward conditions during the feedback period. These effects persisted after adjusting for co-occurring anxiety, depression, and attention-deficit/hyperactivity disorder symptoms. These findings provide evidence for the role of reward salience in pathophysiological models of youth irritability, suggesting a mechanism that may contribute to exaggerated behavioral responses.",retrieved,253,AI,2026-03-24,
254,10.1016/j.drugalcdep.2024.112491,39522301,found,"BACKGROUND: Early alcohol initiation is associated with negative, alcohol-related outcomes. While previous work identifies numerous risk factors for early use, the relative contributions of known predictors remains understudied. The current project addresses this gap by 1) prospectively predicting early alcohol initiation using measures of inhibition control, reward sensitivity, and contextual risk factors and 2) interrogating the relative importance of each domain. METHOD: This study leverages multimodal data from substance-naïve youth enrolled in the Adolescent Brain Cognitive Development (ABCD) Study® (n=11,694). Early initiation was defined as consuming a full standard drink containing alcohol prior to age 16. Propensity scores were used to match alcohol initiators (n=348) with demographically similar non-initiators at a 1:2 ratio (n=696). Independent logistic regressions were conducted for each domain followed by additive, hierarchical models. RESULTS: The model of contextual factors (pseudo-R2=0.086, AUC=0.67) outperformed inhibition control (pseudo-R2=0.021, AUC=0.58) and reward sensitivity measures (pseudo-R2=0.020, AUC=0.59). The hierarchical model containing all measures (pseudo-R2=0.106, AUC=0.69) did not significantly improve the model of contextual factors alone (p>0.05). Examples of significant predictors (p<0.05) include externalizing behaviors, number of substances known, and non-religious alcohol sipping. CONCLUSION: Contextual risk factors were the strongest predictors of early alcohol use; however, more work is needed to understand the causal nature of this relationship. Measures of inhibition control and reward sensitivity were not adequate in distinguishing initiators from non-initiators. These findings add to a body of evidence that contextual factors play a major role in alcohol initiation while highlighting specific predictor variables that could inform youth alcohol prevention.",retrieved,250,AI,2026-03-24,
255,10.1038/s44220-024-00318-x,,not_found,,no_pmid,0,AI,2026-03-24,
256,10.1289/EHP14418,39475730,found,"BACKGROUND: Emerging literature suggests that fine particulate matter [with aerodynamic diameter ≤2.5μm (PM2.5)] air pollution and its components are linked to various neurodevelopmental outcomes. However, few studies have evaluated how PM2.5 component mixtures from distinct sources relate to cognitive outcomes in children. OBJECTIVES: This cross-sectional study investigated how ambient concentrations of PM2.5 component mixtures relate to neurocognitive performance in 9- to 10-year-old children, as well as explored potential source-specific effects of these associations, across the US. METHODS: Using spatiotemporal hybrid models, annual concentrations of 15 chemical components of PM2.5 were estimated based on the residential address of child participants from the Adolescent Brain Cognitive Development (ABCD) Study. General cognitive ability, executive function, and learning/memory scores were derived from the NIH Toolbox. We applied positive matrix factorization to identify six major PM2.5 sources based on the 15 components, which included crustal, ammonium sulfate, biomass burning, traffic, ammonium nitrate, and industrial/residual fuel burning. We then utilized weighted quantile sum (WQS) and linear regression models to investigate associations between PM2.5 components' mixture, their potential sources, and children's cognitive scores. RESULTS: Mixture modeling revealed associations between cumulative exposure and worse cognitive performance across all three outcome domains, including shared overlap in detrimental effects driven by ammonium nitrates, silicon, and calcium. Using the identified six sources of exposure, source-specific negative associations were identified between ammonium nitrates and learning & memory, traffic and executive function, and crustal and industrial mixtures and general cognitive ability. Unexpected positive associations were also seen between traffic and general ability as well as biomass burning and executive function. DISCUSSION: This work suggests nuanced associations between outdoor PM2.5 exposure and childhood cognitive performance, including important differences in cognition related both to individual chemicals as well as to specific sources of these exposures. https://doi.org/10.1289/EHP14418.",retrieved,291,AI,2026-03-24,
257,10.1016/j.drugalcdep.2024.112473,39541739,found,"BACKGROUND: Gender diversity, encompassing gender identity beyond traditional binary frameworks, has been associated with substance use during adolescence. However, there is a paucity of studies that consider different dimensions of gender diversity. This study investigates associations between multiple dimensions of gender diversity and substance experimentation in early adolescents. METHODS: Data from 10,092 adolescents aged 12-13 years from the Adolescent Brain Cognitive Development (ABCD) study were used to assess the relationship between gender diversity and substance experimentation. Gender diversity was measured using multiple dimensions, including identity (transgender), felt gender (congruence between gender identity and assigned sex), gender non-contentedness (dissatisfaction with one's gender), gender expression (adherence to gender expression norms), and place on the gender spectrum (masculine to feminine). Substance use was evaluated using self-reported lifetime and new experimentation (past year) of alcohol, nicotine, and cannabis use. Logistic regression models adjusted for sociodemographic factors were analyzed. RESULTS: More gender-diverse responses for felt gender, gender non-contentedness, gender expression, and gender spectrum were associated with higher odds of lifetime alcohol experimentation. More gender-diverse responses for gender identity and gender non-contentedness were associated with higher odds of new nicotine experimentation, and more gender-diverse responses for gender identity, felt gender, gender non-contentedness, and gender expression were associated with higher odds of lifetime and new cannabis experimentation. CONCLUSION: Gender diversity is differentially associated with new and lifetime substance experimentation in early adolescence. Different dimensions of gender diversity may be uniquely associated with substance use behaviors, highlighting the need for targeted interventions in gender-diverse adolescents.",retrieved,247,AI,2026-03-24,
258,10.1038/s44220-024-00338-7,41834832,found,"Attention problems are among the earliest precursors of schizophrenia. In this longitudinal cohort study, we examine relationships between cognitive and neuropsychiatric polygenic scores (PGSs), psychosis-spectrum symptoms and attention-related phenotypes in adolescence (ABCD; n = 11,855; mean baseline age 9.93 ± 0.6). Across three biennial visits, greater attentional variability and altered functional connectivity were associated with severity of psychotic-like experiences (PLEs). In European-ancestry youth, neuropsychiatric and cognitive PGSs were associated with greater PLE severity (R 2 = 0.026-0.035) and greater attentional variability (R 2 = 0.100-0.109). Notably, the effect of broad neurodevelopmental PGS on PLEs weakened over time, whereas schizophrenia PGS did not. Attentional variability partially mediated relationships between multiple PGSs and PLEs, explaining 4-16% of these associations. Finally, PGSs parsed by developmental coexpression modules were significantly associated with PLE severity, though effect sizes were larger for genome-wide PGSs. Findings implicate broad neurodevelopmental liability in the pathophysiology of psychosis-spectrum symptomatology in adolescence; attentional variability may link risk variants to symptoms.",retrieved,159,AI,2026-03-24,
259,10.1016/j.bpsc.2024.10.002,39490580,found,"BACKGROUND: Early substance use initiation (SUI) places youth at substantially higher risk for later substance use disorders. Furthermore, adolescence is a critical period for the maturation of brain networks, the pace and magnitude of which are susceptible to environmental influences and may shape risk for SUI. METHODS: We examined whether patterns of functional brain connectivity during rest (rsFC), measured longitudinally during pre- and early adolescence, can predict future SUI. Next, in an independent subsample, we tested whether these patterns were associated with earlier environmental exposures, specifically neighborhood pollution and socioeconomic dimensions. We utilized data from the ABCD (Adolescent Brain Cognitive Development) Study. SUI was defined as first-time use of at least 1 full dose of alcohol, nicotine, cannabis, or other drugs. We created a control group (n = 228) of participants without SUI who were matched to the SUI group (n = 233) on age, sex, race/ethnicity, household income, and parental education. RESULTS: Multivariate analysis showed that whole-brain rsFC from 9-10 to 11-12 years of age (prior to SUI) prospectively differentiated the SUI and control groups. The SUI-related rsFC pattern was also related to aging in both groups, suggesting a pattern of accelerated maturation in the years prior to SUI. This same pattern of rsFC was predicted by higher pollution but not neighborhood disadvantage (adjusted for family socioeconomic factors) in an independent subsample (n = 2854). CONCLUSIONS: Brain functional connectivity patterns in early adolescence that are linked to accelerated maturation can predict SUI in youth and are associated with exposure to pollution.",retrieved,252,AI,2026-03-24,
260,10.1001/jamapsychiatry.2024.3231,39441608,found,"IMPORTANCE: While adverse childhood experiences (ACEs) are known to impart significant risk for negative mental health and cognitive outcomes in youth, translation of ACE scores into clinical intervention is limited by poor specificity in predicting negative outcomes. This work expands on the ACE framework using a data-driven approach to identify 8 different forms of traumatic and adverse childhood experiences (TRACEs) and reveal their differential associations with psychiatric risk and cognition across development. OBJECTIVE: Building upon the traditional ACEs model, this study aimed to characterize unique components of commonly co-occurring TRACEs and to examine moderation of longitudinal change in mental health and cognitive development during adolescence. DESIGN, SETTING, AND PARTICIPANTS: This work draws from youth and their caregivers who completed up to 4 annual behavioral assessments from 2016 to 2021 as part of the ongoing Adolescent Brain Cognitive Development (ABCD) study. Data collection was performed at 21 regionally-distributed sites across the United States. Analyses for this work were conducted January 2023 through November 2023. EXPOSURES: Youth participants in the ABCD study's exposure to 268 different TRACEs, which were distilled into adversity components using nonlinear principal components analysis. MAIN OUTCOMES AND MEASURES: Mixed-effects and latent change score models considered TRACEs components as moderators of longitudinal change in internalizing and externalizing mental health problems, as well as longitudinal change in cognitive ability. RESULTS: Data were distilled from 11 876 youth participants, who were grouped into dyads with a caregiver. ABCD study youth participants were 9 to 10 years old at baseline assessment (year 0) and 12 to 13 years old at ABCD year 3. A total of 5679 participants (47.8%) were female. Analyses revealed that TRACEs organized into 8 thematic adversity components (e.g., family conflict, interpersonal violence). At baseline assessment (year 0), exposure to nearly every adversity component was associated with poorer mental health and diminished cognitive ability. Yet across time, it was observed that different forms of adversity were variably linked to both increases and decreases in internalizing and externalizing problems. For example, while peer aggression (t = 5.31) and family conflict (t = 5.67) were associated with increases in both internalizing and externalizing problems over early adolescence, community threat (t = 2.82) and poverty (t = 2.07) were linked to decreased problems, potentially representing adaptive suppression of symptoms. Finally, adversity types related to resource deprivation (eg, poverty, caregiver maladjustment) were associated with declines in cognitive ability over early adolescence. CONCLUSIONS AND RELEVANCE: In this cohort study, distinct forms of TRACEs differentially moderated developmental changes in psychiatric risk and cognitive ability in different ways, offering the possibility for precision-based prediction of risk for youth. Such findings could be used in targeted early prevention and intervention strategies for at-risk youth.",retrieved,447,AI,2026-03-24,
261,10.1017/S0033291724002174,39440454,found,"BACKGROUND: Educational attainment (EduA) is correlated with life outcomes, and EduA itself is influenced by both cognitive and non-cognitive factors. A recent study performed a 'genome-wide association study (GWAS) by subtraction,' subtracting genetic effects for cognitive performance from an educational attainment GWAS to create orthogonal 'cognitive' and 'non-cognitive' factors. These cognitive and non-cognitive factors showed associations with behavioral health outcomes in adults; however, whether these correlations are present during childhood is unclear. METHODS: Using data from up to 5517 youth (ages 9-11) of European ancestry from the ongoing Adolescent Brain Cognitive DevelopmentSM Study, we examined associations between polygenic scores (PGS) for cognitive and non-cognitive factors and cognition, risk tolerance, decision-making & personality, substance initiation, psychopathology, and brain structure (e.g. volume, fractional anisotropy [FA]). Within-sibling analyses estimated whether observed genetic associations may be consistent with direct genetic effects. RESULTS: Both PGSs were associated with greater cognition and lower impulsivity, drive, and severity of psychotic-like experiences. The cognitive PGS was also associated with greater risk tolerance, increased odds of choosing delayed reward, and decreased likelihood of ADHD and bipolar disorder; the non-cognitive PGS was associated with lack of perseverance and reward responsiveness. Cognitive PGS were more strongly associated with larger regional cortical volumes; non-cognitive PGS were more strongly associated with higher FA. All associations were characterized by small effects. CONCLUSIONS: While the small sizes of these associations suggest that they are not effective for prediction within individuals, cognitive and non-cognitive PGS show unique associations with phenotypes in childhood at the population level.",retrieved,250,AI,2026-03-24,
262,10.1016/j.jad.2024.10.078,39447970,found,"PURPOSE: This study aims to investigate the prospective associations between four types of perceived discrimination (country of origin, race and ethnicity, sexual orientation, and weight) and the development of manic symptoms in a diverse, nationwide sample of adolescents aged 9-14 years in the U.S. METHODS: We analyzed prospective cohort data from the Adolescent Brain Cognitive Development Study (N = 7466; ages 9-14 years at Year 1 or 2 in 2017-2020; 48.5 % female; 39.4 % racial/ethnic minority). Multiple zero-inflated negative binomial analyses were conducted to examine the associations between Year 1 or 2 discrimination (by country of origin, race and ethnicity, sexual orientation, weight, sum score), and Year 3 manic symptoms (7 Up Mania scale), adjusting for covariates (age, sex, race and ethnicity, household income, parental education, sipping alcohol, puffing tobacco, anxiety symptoms, depressive symptoms, Year 1 manic symptoms, and study site). RESULTS: After adjusting for covariates, perceived discrimination based on country of origin (incidence rate ratio [IRR] = 1.46; 95 % confidence interval [CI] 1.15-1.86), sexual orientation (IRR = 1.36; 95 % CI 1.21-1.53), race and ethnicity (IRR = 1.28; 95 % CI 1.13-1.46), weight (IRR = 1.21 95 % CI 1.09-1.34), and sum scores (IRR = 1.18 5 % CI 1.12-1.24), were significantly associated with higher manic symptoms. CONCLUSION: Perceived discrimination based on country of origin, race and ethnicity, sexual orientation, weight, and sum scores, are prospectively associated with greater manic symptoms in adolescents. These findings underscore the need for targeted interventions to address discrimination and associated psychological impacts. Efforts to reduce discrimination and to support affected adolescents are important components of comprehensive mental health care and public health strategies.",retrieved,272,AI,2026-03-24,
263,10.1016/j.cortex.2024.09.013,39488011,found,"Burgeoning neuroimaging research documents the associations between working memory (WM)-associated neural and behavioral responses. However, these associations have yielded small and inconsistent effect sizes. We hypothesize that one reason for the weakened brain-behavior associations stems from different environmental contexts. Specifically, little research has examined how exposure to adverse rearing environments accounts for variability in brain-behavior relations. Deprivation, characterized by an absence of cognitive and positive social stimulation, has been shown to compromise children's neurocognitive development. Hence, informed by an ecological approach to developmental neuroscience, the present study aims to investigate if psychosocial and socioeconomic deprivation serves as moderators in the associations between neural responses and behaviors during a WM task. Using data from the Adolescent Brain Cognitive Development study (N = 11, 878, Mage = 9.48, 47.8% female, 52.0% White), we found that psychosocial, but not socioeconomic deprivation, significantly attenuated the positive association between WM-related neural activation within the frontoparietal network and attendant behavioral performance. Specifically, children exposed to higher levels of psychosocial deprivation exhibited weaker brain-behavior relations during a WM task. This finding suggests that a certain level of neural response during cognitive tasks may correspond to different levels of behavioral performance depending on children's rearing environment, highlighting the importance of contextual factors in understanding the brain and cognitive development.",retrieved,211,AI,2026-03-24,
264,10.1111/josh.13508,39434468,found,"BACKGROUND: Limited information about school outcomes among children (especially early childhood) with lifetime history of head injury, including traumatic brain injury (TBI), may inhibit efforts to support their academics and physical and mental health. METHODS: Baseline data (2016-2018) from the Adolescent Brain Cognitive Development (ABCD) study were analyzed to describe associations between parent-proxy reported lifetime history of head injury or TBI before age 9 and school outcomes and behavioral challenges among 9- and 10-year-old children. RESULTS: Having a lifetime history of head injury before age 9 was associated with increased odds of parent-perceived poor school performance (adjusted odds ratio [AOR] = 1.44, 95% confidence interval [CI] = 1.14-1.81), a drop in grades (AOR = 1.28, 95%CI = 1.06-1.54), recent receipt of detentions or suspensions (AOR = 1.29, 95%CI = 1.02-1.65), and receipt of special educational services (AOR = 1.23, 95%CI = 1.08-1.41). Of those with a lifetime history of head injury, males displayed poorer school outcomes and greater behavioral challenges than females. Similar associations were observed between lifetime history of TBI before age 9 and worse school outcomes, with males continuing to demonstrate stronger associations. CONCLUSIONS: These findings underscore the importance of screening for history of head injury and TBI and providing training for school professionals to help ensure students with a history of head or traumatic brain injury have appropriate supports in place.",retrieved,224,AI,2026-03-24,
265,10.1038/s41588-024-01951-z,39433889,found,"Subcortical brain structures are involved in developmental, psychiatric and neurological disorders. Here we performed genome-wide association studies meta-analyses of intracranial and nine subcortical brain volumes (brainstem, caudate nucleus, putamen, hippocampus, globus pallidus, thalamus, nucleus accumbens, amygdala and the ventral diencephalon) in 74,898 participants of European ancestry. We identified 254 independent loci associated with these brain volumes, explaining up to 35% of phenotypic variance. We observed gene expression in specific neural cell types across differentiation time points, including genes involved in intracellular signaling and brain aging-related processes. Polygenic scores for brain volumes showed predictive ability when applied to individuals of diverse ancestries. We observed causal genetic effects of brain volumes with Parkinson's disease and attention-deficit/hyperactivity disorder. Findings implicate specific gene expression patterns in brain development and genetic variants in comorbid neuropsychiatric disorders, which could point to a brain substrate and region of action for risk genes implicated in brain diseases.",retrieved,149,AI,2026-03-24,
266,10.1016/j.dcn.2024.101466,39488499,found,"This editorial focuses on the issue of data misuse which is increasingly evidenced in social media as well as some premiere scientific journals. This issue is of critical importance to open science projects in general, and ABCD in particular, given the broad array of biological, behavioral and environmental information collected on this American sample of 12.000 youth and parents. ABCD data are already widely used with over 1000 publications and twice as many citations per year as expected (relative citation index based on year, field and journal). However, the adverse consequences of misuse of data, and inaccurate interpretation of emergent findings from this precedent setting study may have profound impact on disadvantaged populations and perpetuate biases and societal injustices.",retrieved,119,AI,2026-03-24,
267,10.1080/02699052.2024.2416545,39415428,found,"OBJECTIVE: This study aimed to compare psychosocial outcomes and functional neuroimaging among youth with concussion, youth with anxiety, and age- and sex-matched controls. METHODS: Using archival data from the Adolescent Brain Cognitive DevelopmentSM Study, we analyzed between-group differences in psychosocial outcomes measured by the Child Behavior Checklist's internalizing and externalizing problem scales, and assessed brain function using resting-state fMRI network-region connectivity (specifically frontoparietal network (FPN) and default mode network (DMN) connectivity with the amygdala). RESULTS: Significant differences in psychosocial outcomes were found across all groups, with the anxiety group reporting the most internalizing problems, followed by the concussion group which significantly differed from controls. Additionally, FPN-amygdala connectivity was significantly reduced in the concussion group only; this reduced connectivity did not predict psychosocial outcomes across groups. CONCLUSION: This study provided preliminary findings that brain connectivity is reduced exclusively in individuals with concussion. Although disruptions were observed in the concussion group, further investigation is warranted to understand how disruptions may be associated with concussion symptoms. Studies that utilize well-defined control and study groups, and comprehensive cognitive and mental health measures will offer a deeper understanding of the relationship between brain function and psychosocial outcomes.",retrieved,192,AI,2026-03-24,
268,10.1162/imag_a_00346,40800503,found,"The flow of functional connectivity (FC) is thought to be supported by white matter structural connectivity (SC). While research on the correlations between SC and FC (SC-FC coupling) has progressed, the genetic implications of SC-FC coupling have not been thoroughly examined. Traditionally, SC-FC coupling investigations utilize predefined atlases. Here, we adopted an atlas-free SC-FC coupling built on the high-resolution white surface (the interface of white matter and gray matter) to uncover common genetic variations. Leveraging data from the Human Connectome Project, we demonstrated considerable heritability in areas within the early and intermediate visual cortex and across dorsal-attention, language, and somatomotor functional networks. We detected 334 genetic loci (spanning 234 cytogenetic bands) linked to SC-FC coupling (P < 1.26 × 10-11), notably in cingulo-opercular, somatomotor, and default mode networks. Using an external dataset from the Adolescent Brain Cognitive Development study, we confirmed 187 cytogenetic bands associated with SC-FC coupling across 22 brain regions (P < 1 × 10-5). Genetic correlation analyses revealed high genetic interrelatedness for SC-FC coupling in neighboring regions. Furthermore, it showed genetic correlations with a spectrum of complex traits, encompassing various neurological and psychiatric conditions. In essence, our study paves the way towards deciphering the genetic interplay between structural and functional connectivity of the brain.",retrieved,207,AI,2026-03-24,
269,10.15288/jsad.24-00041,39404167,found,"OBJECTIVE: Chronic use of nicotine and tobacco products (NTP) continues to be a leading cause of morbidity and mortality. Uptake is most common among youth and young adults, but knowledge about effective prevention and intervention approaches is insufficient. The goal of the present study was to examine the impact of social cognitive factors on NTP risk over time among youth in the national Adolescent Brain Cognitive Development (ABCD) Study cohort. METHOD: Participants (n = 11,880, 47.8% female) were 9-10 years old at baseline and completed multiple assessments of NTP use and related cognitions over 2 years. Structural equation modeling was used to estimate concurrent and prospective associations between social cognitive factors (peer and parent NTP use and perceptions of peer approval and harms from e-cigarette use) and risk for NTP use. RESULTS: Participant NTP use was primarily of e-cigarettes. Higher levels of parental and especially peer NTP use were significant prospective predictors of greater risk of NTP use. Lower perceived harm from and higher peer approval of e-cigarette use were significant predictors of heightened current but not future NTP risk. CONCLUSIONS: Findings suggest that youth perceptions of peer NTP use are a key predictor of the likelihood of use and a potential target for interventions designed to prevent or reduce e-cigarette and other NTP use in youth. Perceived peer use is a more powerful predictor of NTP use than cognitive factors or parental use, even at early ages when youth NTP use is uncommon. This suggests a need for additional early intervention targeting perceptions of and responding to peer NTP use.",retrieved,261,AI,2026-03-24,
270,10.1176/appi.focus.20240016,39563872,found,"Increasing rates of overdose among U.S. adolescents and young adults, along with rising rates of emotional distress in these groups, are renewing the urgency for developmentally targeted and personalized substance use and other mental health prevention interventions. Most prevention programs recognize the unique vulnerability of childhood and adolescence and target parents and youths, addressing modifiable environmental risk and protective factors that affect behavior during periods when the brain is most susceptible to change. Until recently, a scarcity of comprehensive studies has limited a full understanding of the complexity of factors that may affect neurodevelopment, including substance exposure in pregnancy and/or subsequent substance use in adolescence, alongside their dynamic interactions with environmental factors and genetics. Two large longitudinal cohort studies funded by National Institutes of Health-the Adolescent Brain Cognitive Development (ABCD) Study and the HEALthy Brain and Child Development (HBCD) Study-are collecting data on neurodevelopment and a wide range of environmental and biological factors across the first two decades of life to build databases that will allow researchers to study how individual neurodevelopmental trajectories are influenced by drugs, adverse childhood experiences, and genetics, among other factors. These studies are already deepening the understanding of risk and resilience factors that prevention programs could target and will identify critical windows where interventions can have the most impact on an individual's neurodevelopmental trajectory. This article describes what is being learned from ABCD and expected from HBCD and how these studies might inform prevention as these children grow and more data are gathered.",retrieved,248,AI,2026-03-24,
271,10.1038/s44220-024-00313-2,41836634,found,"Etiologic insights into psychopathology may be gained by using hypothesis-free methods to identify associations between genetic risk for broad psychopathology and phenotypes measured during adolescence, including both markers of child psychopathology and intermediate phenotypes such as neural structure that may link genetic risk with outcomes. We conducted an exploratory phenome-wide association study (phenotype n=1,271-1,697) of polygenic risk scores (PRS) for broad spectrum psychopathology (i.e., Compulsive, Psychotic, Neurodevelopmental, and Internalizing) in youth of PCA-selected European ancestry (n=5,556; ages 9-13) who completed the baseline and/or two-year follow-up of the ongoing Adolescent Brain Cognitive DevelopmentSM (ABCD) Study. We found that Neurodevelopmental and Internalizing PRS were significantly associated with phenotypes across multiple domains (Neurodevelopmental: 190 and 214 (147 and 165 after pruning correlated phenotypes at an R2 of 0.6); Internalizing: 124 and 183 (93 and 131 after pruning) phenotypes at baseline and two-year follow-up, respectively), whereas Compulsive and Psychotic PRS showed zero and two significant associations, respectively, after Bonferroni correction. Compulsive, Psychotic, and Neurodevelopmental PRS were further associated with brain structure metrics, with minimal evidence that brain structure indirectly linked PRS to two-year follow-up outcomes. Genetic variation influencing risk to psychopathology manifests broadly as behaviors, psychopathology symptoms, and related risk factors in middle childhood and early adolescence.",retrieved,203,AI,2026-03-24,
272,10.1017/S0033291724001806,39397679,found,"BACKGROUND: The COVID-19 pandemic introduced unique stressors that posed significant threats to adolescent mental health. However, limited research has examined the impact of trauma exposure on vulnerability to subsequent stressor-related mental health outcomes in adolescents. Furthermore, it is unclear whether there are protective factors that promote resilience against the negative impacts of COVID-19 stressors in adolescents with prior trauma exposure. This preregistered study aimed to investigate the impact of trauma on COVID-19 stressor-related mental health difficulties in adolescents, in addition to the role of protective factors. METHODS: Aims were investigated in a sample of 9696 adolescents (mean age 12.85 ± 0.88 years) from the Adolescent Brain Cognitive Development Study. Linear mixed-effects models were employed to examine (a) the associations of early trauma exposure (exposed v. non-exposed), COVID-19 stressors, and perceived stress, sadness, and positive affect levels during the pandemic period in the US, and (b) the role of protective factors (physical activity, parental support, and improvements in family and peer relationships) in these associations. RESULTS: There was a positive association between COVID-19 stressors and sadness, which was enhanced in trauma-exposed adolescents. Improvements in family and peer relationships mitigated the association between COVID-19 stressors and poor mental health outcomes, regardless of prior traumatic experience. CONCLUSIONS: These findings support the hypothesis that prior trauma elevates risk of mental health difficulties in the face of future stressors. Results underscore the protective role of enhanced social relationships as targets for early prevention and intervention in those experiencing acute stressors, regardless of prior traumatic experiences.",retrieved,250,AI,2026-03-24,
